20.10.2021,1,2401531,SFF-080SS-25B-35BS-200N,10302,1,2302,01.09.2021,43.3,92.4,30367,KTB Import-Export,43.3,92.4,D,80,MPEU,2,2021-11-16
10.11.2021,50,2401534,SFS-05S,10250,50,2302,01.09.2021,11.6,23.28,30210,Bianchi Industrial SpA,580,1164,A,80,MPEU,2,2021-11-16
12.01.2022,50,2401534,SFS-05S,10250,50,2302,01.09.2021,11.6,23.28,30210,Bianchi Industrial SpA,580,1164,A,80,MPEU,2,2021-11-16
27.10.2021,3,2401541,101-12-11G 24V R24DIN A30JIS,60101,3,1301,02.09.2021,47.1,89.79,30214,Coroll s.r.o.,141.3,269.37,A,80,MPEU,2,2021-11-16
28.09.2021,0,2401541,111-12-12G 24V 30JIS,70101,3,1301,02.09.2021,69.4,101.86,30214,Coroll s.r.o.,208.2,305.58,A,80,MPEU,2,2021-11-16
26.11.2021,1,2401542,547-24-2-1,90903,1,1501,02.09.2021,1840,1840,30325,Miki Pulley Co. Ltd.,1840,1840,D,98,MPEU,2,2021-11-16
19.11.2021,10,2401543,ASK S 070 BB 37H7/38H7 AL SL=464,11370,10,9909,02.09.2021,150.9,282.15,21357,Beijing AGIE CHARMILLES,1509,2821.5,D,09,MPEU,2,2021-11-16
04.05.2022,1000,2401544,BFK457-02 / 24V / 0.5Nm,90912,1000,1401,02.09.2021,10.96,12.01,30778,Kendrion INTORQ GmbH,10960,12008.33,D,80,MPEU,2,2021-11-16
04.05.2022,500,2401545,BFK457-05 / 24V / 2.0Nm,90912,500,1401,02.09.2021,15.32,16.78,30778,Kendrion INTORQ GmbH,7660,8387.5,D,80,MPEU,2,2021-11-16
27.10.2021,2,2401548,101-10-13G 24V 25DIN,60101,2,1301,03.09.2021,45,70.5,30209,Apex Dynamics Polska Sp. z o.o.,90,141,A,80,MPEU,2,2021-11-16
20.10.2021,3,2401554,BXR-035-10LE-062 24V,20201,3,1201,06.09.2021,28.1,77.31,30836,K.K.K.99 Kft.,84.3,231.93,D,02,MPEU,2,2021-11-16
20.10.2021,3,2401554,BXR-035/040-10LE-C12 Nabe,20280,3,1201,06.09.2021,16.42,12.49,30836,K.K.K.99 Kft.,49.26,37.47,D,02,MPEU,2,2021-11-16
20.10.2021,1,2401554,BXR-06-20-005-24V-20DIN,20101,1,1401,06.09.2021,37.8,83.6,30836,K.K.K.99 Kft.,37.8,83.6,D,02,MPEU,2,2021-11-16
20.10.2021,1,2401554,Versandkosten inkl. Verpackung,99999,1,9999,06.09.2021,0,25,30836,K.K.K.99 Kft.,0,25,D,02,MPEU,2,2021-11-16
10.11.2021,20,2401556,BXW-04-10H-24V,20380,20,1201,06.09.2021,12.57,22.74,30210,Bianchi Industrial SpA,251.4,454.8,A,80,MPEU,2,2021-11-16
10.11.2021,20,2401556,BXW-04-10 10 Nabe mit Passfedernut,20381,20,1201,06.09.2021,0.9,2.78,30210,Bianchi Industrial SpA,18,55.6,A,80,MPEU,2,2021-11-16
03.11.2021,1,2401557,SFC-060DA2-22B-32B,10101,1,2301,06.09.2021,23.56,53.1,30210,Bianchi Industrial SpA,23.56,53.1,A,80,MPEU,2,2021-11-16
10.11.2021,30,2401562,SFF-080SS-22K-35K-200N,10303,30,2302,07.09.2021,37.8,67.34,30211,Feyc Rodamientos S.A,1134,2020.2,A,80,MPEU,2,2021-11-16
22.10.2021,50,2401562,BXH-10-10G-24V-19DIN,20501,50,1401,07.09.2021,37.4,65.16,30211,Feyc Rodamientos S.A,1870,3258,A,80,MPEU,2,2021-11-16
06.10.2021,0,2401562,SFC-080DA2-24B-28B,10101,16,2301,07.09.2021,43.09,70.23,30211,Feyc Rodamientos S.A,689.44,1123.68,A,80,MPEU,2,2021-11-16
