据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220106,20220107,OUT,ACE,8000,128755900,BXW-02-12-55,200,RMB,304,,1201,MPTW,OUT,新产业生物,1420,1
MPSH,1,20220106,20220127,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,810,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,2
MPSH,1,20220106,20220218,OUT,ANSEN,8000,106803900,JK2 SC附属,5,RMB,2658,,3104,MPJP,IN,贝卡尔特,9002,3
MPSH,1,20220106,20220304,OUT,ANSEN,8000,104559800,SFS-06S-15M-11C,1,RMB,672,,2302,MPJP,IN,,,4
MPSH,1,20220106,20220304,OUT,ANSEN,8000,104618700,SFS-08S-22M-16C,1,RMB,663,,2302,MPJP,IN,,,5
MPSH,1,20220106,20220118,OUT,BITPASS,8000,125548600,SFC-025DA2-8B-14B,20,RMB,60,,2301,MPTJ,OUT,昆山杰士德,1190,6
MPSH,1,20220106,20220118,OUT,BITPASS,8000,121733000,SFC-060DA2-20B-25B,3,RMB,159,,2301,MPTJ,OUT,昆山杰士德,1190,7
MPSH,1,20220106,20220114,OUT,BITPASS,8000,121399700,SFC-050DA2-22B-24B,30,RMB,101,,2301,MPTJ,OUT,杭州长川,1510,8
MPSH,1,20220106,20220110,OUT,BITPASS,8000,121809500,SFC-030SA2-6B-12B,48,RMB,43,,2301,MPTJ,OUT,上海联泰,1190,9
MPSH,1,20220106,20220304,OUT,BITPASS,8000,125092100,SFC-030SA2-12BJ-12BJ,1,RMB,265,,2301,MPTJ,OUT,上海井高,9004,10
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-020ARN-6BHA-8BHA,288,RMB,32,,2202,MPTJ,OUT,苏州迈为,1190,11
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-020ARN-8BHA-8BHA,98,RMB,32,,2202,MPTJ,OUT,苏州迈为,1190,12
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-10BHA-19BHA,100,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,13
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-14BHA-15BHA,52,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,14
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-15BHA-19BHA,520,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,15
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-T013,37,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,16
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-T014,14,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,17
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-16BHA-20BHA,92,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,18
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-040ARN-15BHA-16BHA,50,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,19
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-030ARN-10BHA-14BHA,192,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,20
MPSH,1,20220106,20220119,OUT,BITPASS,8000,,ALS-030ARN-12BHA-14BHA,200,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,21
MPSH,1,20220106,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,1,RMB,58,,2301,MPTJ,OUT,苏州赛腾,1590,22
MPSH,1,20220106,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,1,RMB,58,,2301,MPTJ,OUT,昆山鸿仕达,1140,23
MPSH,1,20220106,20220614,OUT,YAMAZEN-SH,8000,121717800,SFC-050SA2-16B-14BC,180,RMB,212,,2301,MPTJ,OUT,西铁城,1090,24
MPSH,1,20220106,20220627,OUT,YAMAZEN-SH,8000,121717800,SFC-050SA2-16B-14BC,285,RMB,212,,2301,MPTJ,OUT,西铁城,1090,25
MPSH,1,20220106,20220614,OUT,YAMAZEN-SH,8000,121769800,SFC-050SA2-16B-24B,150,RMB,129,,2301,MPTJ,OUT,西铁城,1090,26
